_time,sender,subject,attachments,recipients,recipients_email_domain,leaver,Termination,time_month,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name
2025-06-20T21:16:27,carol@company.com,Confidential Proposal,contract.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,intern,-,confidential,Engineering,Recruitment,Medium,a,g,policy_C
2025-07-05T12:10:38,alice@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,intern,confidential,confidential,Engineering,Development,High,b,h,policy_C
2025-07-24T01:20:03,dave@company.com,Confidential Proposal,-,dave@external.com,external.com,NO,2025-09,2025-07,employee,-,confidential,Finance,Accounting,High,a,h,policy_A
2025-07-20T00:10:44,carol@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,NO,2025-12,2025-07,employee,confidential,confidential,Engineering,Development,High,c,f,Ploicy_B
2025-06-14T02:04:15,alice@company.com,Project Update,cv.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,employee,-,salary,HR,Recruitment,Critical,b,f,policy_A
2025-06-27T19:39:44,bob@company.com,Resignation Letter,-,erin@partner.org,partner.org,NO,2025-08,2025-07,contractor,confidential,-,HR,Accounting,Low,b,f,policy_A
2025-07-09T00:13:43,carol@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,NO,2025-09,2025-07,contractor,confidential,-,Finance,Development,Medium,a,f,policy_C
2025-06-15T08:38:27,bob@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,NO,2025-07,2025-07,contractor,salary,confidential,HR,Development,High,c,h,policy_A
2025-06-10T03:11:32,dave@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,contractor,salary,salary,Engineering,Development,Medium,c,h,policy_C
2025-07-25T00:15:30,carol@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,contractor,confidential,salary,HR,Development,Critical,a,g,policy_A
2025-06-26T07:35:18,bob@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,-,confidential,Engineering,Recruitment,High,c,g,Ploicy_B
2025-06-02T05:05:11,alice@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,YES,2025-11,2025-07,employee,-,salary,Finance,Accounting,Critical,c,f,policy_A
2025-07-11T17:02:31,dave@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,NO,2025-10,2025-07,intern,salary,salary,Engineering,Recruitment,Medium,c,f,policy_A
2025-07-17T07:08:17,carol@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,confidential,salary,Engineering,Development,Low,a,f,Ploicy_B
2025-07-14T13:51:02,bob@company.com,Project Update,home.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,employee,-,salary,Finance,Recruitment,Critical,c,g,policy_C
2025-07-04T11:15:15,dave@company.com,Resignation Letter,-,sara@client.com,client.com,YES,2025-12,2025-07,intern,-,confidential,HR,Recruitment,Critical,b,h,Ploicy_B
2025-07-08T08:51:04,bob@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,-,salary,HR,Accounting,Medium,a,g,policy_C
2025-06-11T09:38:14,carol@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,YES,2025-07,2025-07,intern,-,-,Finance,Accounting,Critical,a,f,policy_C
2025-07-16T19:11:35,bob@company.com,Confidential Proposal,home.pdf,sara@client.com,client.com,NO,2025-11,2025-07,employee,-,confidential,HR,Recruitment,Medium,b,f,policy_C
2025-07-14T21:16:06,carol@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,NO,2025-08,2025-07,contractor,-,-,Engineering,Accounting,Medium,b,g,Ploicy_B
2025-07-30T02:12:47,alice@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,YES,2025-08,2025-07,contractor,confidential,confidential,HR,Accounting,High,a,h,policy_C
2025-07-21T02:34:37,alice@company.com,Project Update,contract.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,contractor,confidential,confidential,Finance,Recruitment,Low,b,h,Ploicy_B
2025-06-02T23:21:17,bob@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,NO,2025-10,2025-07,contractor,confidential,salary,Engineering,Accounting,Critical,a,g,policy_C
2025-06-25T04:13:07,dave@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,YES,2025-07,2025-07,contractor,-,confidential,HR,Recruitment,Low,a,g,Ploicy_B
2025-07-17T13:31:53,carol@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,NO,2025-12,2025-07,intern,salary,confidential,HR,Development,Critical,c,g,policy_A
2025-06-07T16:54:26,carol@company.com,Project Update,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,contractor,-,confidential,Engineering,Accounting,Low,a,h,policy_A
2025-07-04T15:47:15,alice@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,salary,-,Finance,Recruitment,Low,a,h,Ploicy_B
2025-07-30T05:45:18,alice@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,intern,confidential,salary,HR,Development,Medium,a,h,policy_A
2025-07-06T21:31:12,bob@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,NO,2025-12,2025-07,employee,-,salary,Engineering,Recruitment,Low,a,h,policy_A
2025-06-20T15:15:42,alice@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-07,2025-07,employee,confidential,confidential,Finance,Accounting,High,c,h,policy_C
2025-06-22T20:28:02,alice@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,-,confidential,Finance,Accounting,Critical,a,h,policy_C
2025-07-13T17:39:40,bob@company.com,Resignation Letter,contract.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,contractor,-,confidential,HR,Accounting,Critical,c,f,Ploicy_B
2025-07-09T20:27:38,dave@company.com,Project Update,-,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,confidential,confidential,Finance,Development,Critical,b,f,Ploicy_B
2025-06-24T01:49:08,bob@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,confidential,salary,Finance,Recruitment,Critical,b,h,Ploicy_B
2025-07-28T12:47:43,bob@company.com,Project Update,contract.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,confidential,confidential,HR,Accounting,Medium,c,h,Ploicy_B
2025-07-12T16:24:21,dave@company.com,Confidential Proposal,report.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,salary,salary,HR,Development,Medium,c,h,policy_C
2025-06-04T16:36:30,bob@company.com,Resignation Letter,contract.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,intern,salary,-,Engineering,Accounting,High,b,h,policy_C
2025-07-05T05:37:57,bob@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,YES,2025-07,2025-07,intern,-,salary,Engineering,Accounting,Medium,c,g,policy_C
2025-06-21T01:46:33,dave@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,confidential,confidential,Engineering,Development,Medium,a,f,policy_C
2025-06-19T10:21:35,dave@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,NO,2025-09,2025-07,intern,confidential,confidential,Engineering,Recruitment,High,a,h,policy_A
2025-06-09T22:56:01,alice@company.com,Project Update,-,erin@partner.org,partner.org,NO,2025-09,2025-07,contractor,-,-,Finance,Accounting,High,b,h,Ploicy_B
2025-07-12T03:14:00,alice@company.com,Resignation Letter,org.pdf,sara@client.com,client.com,YES,2025-10,2025-07,employee,-,confidential,HR,Accounting,Critical,a,g,policy_A
2025-06-01T16:34:19,alice@company.com,Confidential Proposal,-,sara@client.com,client.com,YES,2025-07,2025-07,employee,salary,-,HR,Development,High,a,g,Ploicy_B
2025-06-24T03:14:46,dave@company.com,Resignation Letter,-,john@vendor.org,vendor.org,YES,2025-09,2025-07,employee,confidential,confidential,Engineering,Accounting,High,b,f,policy_A
2025-07-05T18:59:09,bob@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,NO,2025-10,2025-07,contractor,confidential,confidential,Finance,Accounting,High,c,h,policy_C
2025-08-01T00:57:23,carol@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,NO,2025-10,2025-07,intern,salary,confidential,Engineering,Development,High,c,f,Ploicy_B
2025-06-10T04:41:01,dave@company.com,Project Update,contract.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,salary,salary,Engineering,Accounting,High,b,f,Ploicy_B
2025-06-14T00:23:19,carol@company.com,Confidential Proposal,home.pdf,sara@client.com,client.com,NO,2025-07,2025-07,contractor,salary,confidential,HR,Recruitment,Low,c,f,policy_A
2025-06-17T06:34:33,alice@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,confidential,confidential,Finance,Recruitment,Critical,a,g,Ploicy_B
2025-07-27T07:17:04,dave@company.com,Quarterly Report,-,dave@external.com,external.com,YES,2025-10,2025-07,employee,salary,salary,Finance,Development,High,a,g,Ploicy_B
2025-06-21T20:07:54,alice@company.com,Resignation Letter,cv.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,employee,-,salary,HR,Recruitment,Low,b,g,policy_C
2025-07-11T19:21:16,dave@company.com,Quarterly Report,contract.pdf,sara@client.com,client.com,YES,2025-07,2025-07,contractor,-,-,Engineering,Accounting,Low,c,g,Ploicy_B
2025-06-19T09:23:23,carol@company.com,Project Update,home.pdf,sara@client.com,client.com,NO,2025-11,2025-07,intern,confidential,salary,HR,Recruitment,High,c,f,policy_A
2025-06-25T07:18:39,alice@company.com,Project Update,org.pdf,dave@external.com,external.com,YES,2025-08,2025-07,employee,-,confidential,Finance,Accounting,Critical,a,f,Ploicy_B
2025-06-25T00:23:51,bob@company.com,Quarterly Report,report.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,-,-,Engineering,Recruitment,Critical,a,g,Ploicy_B
2025-06-23T07:48:48,alice@company.com,Project Update,contract.pdf,dave@external.com,external.com,NO,2025-08,2025-07,intern,confidential,confidential,HR,Development,Critical,a,h,policy_C
2025-06-22T20:41:58,alice@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,employee,confidential,confidential,HR,Accounting,Medium,a,h,policy_C
2025-06-12T22:49:32,dave@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,NO,2025-09,2025-07,contractor,salary,-,Engineering,Recruitment,High,c,g,Ploicy_B
2025-06-21T07:44:07,alice@company.com,Quarterly Report,home.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,intern,-,-,Finance,Development,Medium,b,f,Ploicy_B
2025-06-07T06:26:11,bob@company.com,Resignation Letter,contract.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,-,-,HR,Development,Medium,c,g,policy_C
2025-06-03T20:52:08,alice@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,NO,2025-09,2025-07,employee,salary,salary,HR,Recruitment,Medium,b,g,Ploicy_B
2025-06-17T03:03:46,alice@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,employee,-,salary,Finance,Recruitment,Low,c,h,Ploicy_B
2025-06-21T21:53:15,alice@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,employee,confidential,confidential,HR,Development,High,a,g,policy_A
2025-07-16T11:12:28,dave@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,contractor,confidential,salary,Finance,Recruitment,Critical,c,g,Ploicy_B
2025-07-18T23:00:51,alice@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,salary,-,HR,Accounting,Low,b,h,policy_C
2025-07-16T12:34:54,carol@company.com,Quarterly Report,-,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,-,salary,Engineering,Recruitment,Low,b,g,Ploicy_B
2025-06-02T07:04:41,dave@company.com,Resignation Letter,org.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,employee,confidential,-,Finance,Recruitment,High,a,f,Ploicy_B
2025-06-08T16:42:25,dave@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-09,2025-07,contractor,-,confidential,Engineering,Accounting,Critical,b,g,policy_C
2025-06-30T11:15:40,alice@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-10,2025-07,employee,confidential,confidential,HR,Accounting,Medium,c,h,Ploicy_B
2025-07-08T10:52:47,alice@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-08,2025-07,contractor,confidential,-,Engineering,Recruitment,Critical,c,h,policy_A
2025-07-27T04:33:19,alice@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,employee,confidential,-,Finance,Development,Critical,b,h,Ploicy_B
2025-07-31T04:33:38,alice@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,intern,-,confidential,Engineering,Development,Critical,b,f,policy_A
2025-07-18T05:29:49,dave@company.com,Project Update,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,-,-,HR,Accounting,Medium,b,g,policy_C
2025-07-13T14:16:43,carol@company.com,Project Update,home.pdf,dave@external.com,external.com,YES,2025-11,2025-07,contractor,-,confidential,HR,Development,High,c,f,policy_A
2025-07-25T16:12:03,alice@company.com,Resignation Letter,-,dave@external.com,external.com,NO,2025-08,2025-07,intern,salary,confidential,HR,Accounting,High,a,f,Ploicy_B
2025-06-10T11:36:59,alice@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,NO,2025-10,2025-07,contractor,confidential,-,Engineering,Development,High,b,h,policy_A
2025-07-07T22:30:08,dave@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,YES,2025-07,2025-07,intern,confidential,-,Finance,Development,High,b,f,Ploicy_B
2025-06-30T09:29:23,alice@company.com,Quarterly Report,cv.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,contractor,-,salary,Finance,Recruitment,Low,b,h,policy_A
2025-06-21T11:13:01,dave@company.com,Project Update,report.pdf,dave@external.com,external.com,YES,2025-08,2025-07,intern,-,salary,Finance,Development,High,c,g,Ploicy_B
2025-07-03T18:35:36,bob@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,NO,2025-11,2025-07,employee,-,salary,Finance,Development,High,a,h,policy_C
2025-06-28T00:36:38,carol@company.com,Project Update,-,sara@client.com,client.com,NO,2025-08,2025-07,employee,confidential,salary,Finance,Accounting,Low,b,h,policy_A
2025-06-20T18:32:36,alice@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,contractor,-,-,Finance,Development,Critical,c,g,policy_A
2025-07-02T23:27:35,dave@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,contractor,confidential,-,Finance,Development,Medium,c,h,policy_A
2025-07-27T02:16:03,alice@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,contractor,-,-,Finance,Development,Low,c,f,policy_A
2025-07-07T19:44:27,carol@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,employee,salary,salary,Finance,Development,Medium,a,f,policy_A
2025-07-17T00:30:50,alice@company.com,Quarterly Report,org.pdf,dave@external.com,external.com,YES,2025-11,2025-07,intern,-,salary,HR,Recruitment,Medium,b,h,policy_A
2025-07-31T01:00:00,carol@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,YES,2025-07,2025-07,contractor,salary,-,Finance,Accounting,Medium,c,h,Ploicy_B
2025-07-01T17:19:14,alice@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,YES,2025-09,2025-07,employee,salary,salary,Finance,Recruitment,Medium,b,f,Ploicy_B
2025-06-06T05:42:54,dave@company.com,Resignation Letter,-,sara@client.com,client.com,YES,2025-08,2025-07,contractor,confidential,-,HR,Development,High,b,h,policy_A
2025-07-05T01:37:13,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,-,confidential,HR,Accounting,Low,a,f,policy_C
2025-07-20T13:45:53,bob@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,YES,2025-10,2025-07,employee,confidential,-,HR,Development,High,a,f,policy_C
2025-07-13T12:52:13,alice@company.com,Project Update,org.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,salary,salary,Engineering,Accounting,High,c,f,policy_C
2025-06-23T14:52:16,carol@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,intern,-,salary,Finance,Accounting,Critical,a,g,policy_A
2025-07-12T01:53:30,alice@company.com,Quarterly Report,contract.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,contractor,confidential,-,Engineering,Development,High,a,f,policy_C
2025-07-04T20:28:28,dave@company.com,Project Update,cv.pdf,sara@client.com,client.com,YES,2025-11,2025-07,intern,salary,-,HR,Accounting,Medium,b,f,Ploicy_B
2025-07-28T00:13:36,dave@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,intern,salary,confidential,Engineering,Accounting,Medium,a,h,Ploicy_B
2025-07-16T00:17:10,alice@company.com,Project Update,report.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,salary,confidential,HR,Accounting,Low,c,g,Ploicy_B
2025-07-06T14:28:33,bob@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,NO,2025-08,2025-07,contractor,-,salary,Finance,Development,Critical,b,g,policy_C
2025-06-21T23:52:54,dave@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,confidential,confidential,Engineering,Recruitment,Medium,b,h,policy_A
2025-07-02T16:53:53,bob@company.com,Confidential Proposal,cv.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,intern,confidential,-,HR,Recruitment,Medium,c,f,policy_C
2025-06-29T02:05:14,carol@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,-,-,Finance,Accounting,Medium,a,h,policy_A
2025-07-25T14:38:26,dave@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,salary,-,HR,Development,Low,c,f,policy_C
2025-07-21T05:43:40,dave@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,confidential,-,Engineering,Recruitment,Medium,b,h,Ploicy_B
2025-07-31T18:05:24,alice@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,YES,2025-08,2025-07,employee,salary,confidential,Finance,Recruitment,Medium,a,f,Ploicy_B
2025-06-28T05:20:26,dave@company.com,Resignation Letter,report.pdf,erin@partner.org,partner.org,NO,2025-08,2025-07,intern,confidential,confidential,HR,Accounting,High,b,h,policy_A
2025-07-04T03:36:41,bob@company.com,Project Update,-,dave@external.com,external.com,NO,2025-12,2025-07,contractor,-,salary,HR,Accounting,High,b,h,policy_A
2025-06-20T06:22:03,carol@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,employee,confidential,confidential,Finance,Development,Medium,b,g,policy_A
2025-07-29T21:30:13,alice@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-11,2025-07,employee,salary,-,Finance,Development,Medium,c,h,policy_A
2025-07-23T15:36:00,alice@company.com,Quarterly Report,report.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,contractor,-,salary,HR,Recruitment,Critical,b,g,policy_C
2025-07-08T16:15:17,bob@company.com,Resignation Letter,contract.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,employee,-,salary,Finance,Recruitment,Critical,c,g,policy_C
2025-06-29T08:22:24,carol@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-08,2025-07,contractor,-,-,Finance,Recruitment,Low,a,h,policy_A
2025-06-26T00:31:13,bob@company.com,Project Update,contract.pdf,sara@client.com,client.com,YES,2025-12,2025-07,employee,salary,salary,Finance,Recruitment,Medium,c,h,policy_A
2025-07-31T18:01:10,dave@company.com,Quarterly Report,report.pdf,dave@external.com,external.com,YES,2025-08,2025-07,contractor,salary,-,HR,Accounting,Critical,c,g,Ploicy_B
2025-06-04T09:43:07,carol@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,NO,2025-11,2025-07,contractor,-,confidential,Finance,Accounting,Medium,b,f,Ploicy_B
2025-06-25T07:17:40,dave@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,employee,salary,-,Finance,Recruitment,Critical,c,f,policy_C
2025-07-13T05:24:48,bob@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,YES,2025-12,2025-07,contractor,-,confidential,Finance,Recruitment,Medium,a,h,Ploicy_B
2025-07-22T21:12:25,carol@company.com,Project Update,contract.pdf,sara@client.com,client.com,YES,2025-07,2025-07,contractor,salary,salary,HR,Recruitment,Critical,a,f,policy_A
2025-07-21T01:54:10,dave@company.com,Project Update,home.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,intern,salary,salary,HR,Recruitment,Critical,c,h,policy_C
2025-07-14T08:43:25,bob@company.com,Project Update,report.pdf,erin@partner.org,partner.org,NO,2025-11,2025-07,intern,-,confidential,HR,Development,Critical,b,g,Ploicy_B
2025-06-06T04:38:36,carol@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,contractor,-,-,Finance,Recruitment,Low,a,h,policy_C
2025-07-05T09:04:58,bob@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,NO,2025-10,2025-07,contractor,-,confidential,Engineering,Accounting,Medium,b,f,Ploicy_B
2025-07-29T06:38:12,dave@company.com,Confidential Proposal,org.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,salary,salary,HR,Development,High,a,g,policy_C
2025-07-15T01:29:11,dave@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,salary,-,Engineering,Development,Critical,a,g,policy_C
2025-07-24T05:55:48,bob@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,contractor,confidential,-,HR,Accounting,Medium,a,h,policy_C
2025-07-27T05:26:23,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,contractor,-,confidential,Engineering,Accounting,Critical,b,g,Ploicy_B
2025-06-26T16:13:23,bob@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,employee,salary,-,Finance,Accounting,Critical,a,g,Ploicy_B
2025-06-30T07:34:20,carol@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,confidential,confidential,HR,Development,Low,b,f,policy_A
2025-06-09T08:49:27,alice@company.com,Resignation Letter,org.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,-,-,Engineering,Recruitment,Critical,c,f,policy_A
2025-06-11T13:23:59,carol@company.com,Resignation Letter,-,dave@external.com,external.com,YES,2025-08,2025-07,employee,salary,confidential,Engineering,Accounting,High,a,f,policy_A
2025-07-22T04:03:16,bob@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-11,2025-07,contractor,confidential,-,Engineering,Development,High,a,f,policy_A
2025-07-17T12:56:52,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,-,confidential,HR,Accounting,Medium,c,g,Ploicy_B
2025-07-05T20:44:09,dave@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,contractor,salary,-,Engineering,Accounting,Low,c,f,policy_C
2025-07-19T03:22:31,alice@company.com,Project Update,report.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,intern,-,salary,HR,Recruitment,Critical,a,h,Ploicy_B
2025-06-19T00:41:28,dave@company.com,Quarterly Report,-,john@vendor.org,vendor.org,NO,2025-08,2025-07,intern,confidential,-,Finance,Development,Low,b,h,policy_A
2025-06-19T16:50:50,bob@company.com,Quarterly Report,-,john@vendor.org,vendor.org,YES,2025-07,2025-07,contractor,-,salary,HR,Accounting,Critical,b,f,policy_C
2025-07-28T00:14:32,dave@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,intern,-,confidential,Engineering,Recruitment,Low,b,f,policy_C
2025-06-28T10:43:10,bob@company.com,Project Update,home.pdf,dave@external.com,external.com,YES,2025-08,2025-07,intern,salary,salary,HR,Accounting,Critical,b,g,policy_A
2025-07-21T01:41:42,carol@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,YES,2025-11,2025-07,intern,-,salary,HR,Development,Low,c,g,Ploicy_B
