_time,sender,subject,attachments,recipients,recipients_email_domain,leaver,Termination,time_month,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name
2025-06-17T08:24:12.280865,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-57,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280889,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-58,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280866,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-59,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280890,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-60,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280867,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-61,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280891,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-62,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280868,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-63,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280892,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-64,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280869,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-65,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280893,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-66,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280870,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-67,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280894,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-68,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280871,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-69,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280895,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-70,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280872,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-71,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280896,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-72,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280873,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-73,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280897,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-74,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280874,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-75,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280898,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-76,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280875,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-77,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280899,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-78,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280876,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-79,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280900,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-80,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280877,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-81,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280901,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-82,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280878,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-83,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280902,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-84,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280879,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-85,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280903,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-86,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280880,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-87,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280904,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-88,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280881,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-89,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280905,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-90,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280882,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-91,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280906,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-92,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280883,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-93,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280907,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-94,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280884,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-95,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280908,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-96,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280885,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-97,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280909,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-98,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280886,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-99,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280910,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-100,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280887,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-101,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280911,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-102,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280888,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-103,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280912,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-104,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280889,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-105,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280913,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-106,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280890,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-107,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280914,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-108,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280891,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-109,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280915,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-110,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280892,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-111,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280916,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-112,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280893,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-113,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280917,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-114,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280894,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-115,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280918,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-116,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280895,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-117,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280919,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-118,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280896,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-119,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280920,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-120,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280897,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-121,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280921,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-122,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280898,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-123,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280922,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-124,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280899,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-125,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280923,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-126,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280900,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-127,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280924,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-128,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280901,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-129,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280925,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-130,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280902,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-131,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280926,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-132,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280903,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-133,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280927,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-134,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280904,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-135,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280928,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-136,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280905,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-137,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280929,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-138,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280906,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-139,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280930,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-140,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280907,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-141,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280931,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-142,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280908,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-143,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280932,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-144,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280909,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-145,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-16T08:24:12.280933,bob@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-146,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-17T08:24:12.280910,carol@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-147,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-16T08:24:12.280934,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-148,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
2025-06-17T08:24:12.280911,carol@company.com,Confidential Proposal,-,erin@partner.org,partner.org,YES,2025-149,2025-06,employee,-,-,Engineering,Recruitment,Critical,b,g,policy_A
2025-06-16T08:24:12.280935,bob@company.com,Resignation Letter,home.pdf,erin@partner.org,partner.org,NO,2025-150,2025-06,contractor,confidential,confidential,Finance,Accounting,Low,c,h,policy_A
2025-06-17T08:24:12.280912,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-151,2025-06,contractor,salary,salary,Engineering,Accounting,Critical,a,f,policy_A
